Grado del polinomio 	 Norma infinito errore
2 			 9.62e-01
4 			 7.07e-01
6 			 4.33e-01
8 			 2.47e-01
10 			 3.00e-01
12 			 5.54e-01
14 			 1.06e+00
16 			 2.10e+00
18 			 4.22e+00
20 			 8.53e+00
22 			 1.73e+01
24 			 3.63e+01
26 			 7.58e+01
28 			 1.57e+02
30 			 3.24e+02
32 			 6.66e+02
Andrea Favero 1125545
