Grado del polinomio 	 Norma infinito errore
2 			 6.01e-01
4 			 4.02e-01
6 			 2.64e-01
8 			 1.71e-01
10 			 1.09e-01
12 			 6.91e-02
14 			 4.65e-02
16 			 3.26e-02
18 			 2.24e-02
20 			 1.53e-02
22 			 1.03e-02
24 			 6.94e-03
26 			 4.60e-03
28 			 3.06e-03
30 			 2.06e-03
32 			 1.38e-03
Andrea Favero 1125545
